,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
190,Burn You Down,Beach Fossils,0.4,0.937,0,-6.392,1,0.0434,0.00824,0.4,0.102,0.67,172.062,audio_features,177919,4
191,Burnin',Daft Punk,0.87,0.875,6,-8.501,0,0.205,0.192,0.357,0.0804,0.715,124.298,audio_features,414173,4
192,"Burnin' And Lootin' - Live At The Lyceum, London/1975",Bob Marley & The Wailers,0.637,0.815,9,-9.598,0,0.06,0.473,0.01,0.686,0.949,146.286,audio_features,311533,3
193,Burning,The Whitest Boy Alive,0.721,0.758,11,-7.536,0,0.0372,0.671,0.891,0.133,0.864,150.825,audio_features,191173,4
194,Bustin' Surfboards - Single Version,The Tornados,0.56,0.868,9,-10.732,1,0.0961,0.243,0.714,0.344,0.69,135.127,audio_features,147333,4
195,But Not For Me - Vocal Version,Chet Baker,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,audio_features,184467,4
196,Buzzcut Season,Lorde,0.733,0.62,1,-10.525,1,0.075,0.606,0.305,0.117,0.247,111.039,audio_features,246755,4
197,Ça c'est nice,Radio Radio,0.676,0.759,10,-6.368,0,0.0691,0.0154,1.2e-06,0.511,0.621,91.009,audio_features,162503,4
198,C'est pas facial,Les Trois Accords,0.416,0.489,7,-8.036,1,0.0276,0.0582,0.0179,0.0978,0.409,81.055,audio_features,182905,4
199,C'est tout oublié,Philippe Brach,0.75,0.712,11,-4.79,0,0.0362,0.248,0.000564,0.102,0.285,127.961,audio_features,254427,4
200,C.Y.D.T.T. (Can you dance to this !?),20syl,0.753,0.643,11,-6.607,0,0.0574,0.00735,0.0467,0.0895,0.244,140.002,audio_features,250142,4
201,Calgary,Bon Iver,0.508,0.466,11,-11.504,1,0.035,0.923,0.169,0.622,0.0768,119.952,audio_features,250200,4
202,California English,Vampire Weekend,0.608,0.643,0,-8.369,1,0.32,0.0845,4.42e-06,0.369,0.67,164.404,audio_features,150240,4
203,California English (Live from Bonnaroo 2014),Vampire Weekend,0.446,0.527,0,-11.602,1,0.106,0.217,0.000121,0.873,0.585,169.343,audio_features,194176,4
204,California Gurls,Katy Perry,0.788,0.753,0,-3.71,1,0.0536,0.0038,0.0,0.18,0.403,125.005,audio_features,234653,4
205,California Sunrise,Dirty Gold,0.591,0.779,7,-8.174,1,0.239,0.176,0.00233,0.201,0.421,90.03,audio_features,233250,4
206,"Call It Fate, Call It Karma",The Strokes,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,audio_features,204773,4
207,Call Me,Metronomy,0.608,0.451,0,-12.368,1,0.0462,0.927,0.418,0.127,0.102,158.846,audio_features,231747,4
208,Call Me Back,The Strokes,0.736,0.297,2,-9.648,1,0.035,0.863,1.49e-05,0.0609,0.185,125.78,audio_features,182027,4
209,Call Me in the Afternoon,Half Moon Run,0.574,0.893,1,-7.835,1,0.0391,0.316,0.000407,0.154,0.634,88.605,audio_features,183902,4
210,A Call To Arms,Beirut,0.0793,0.198,1,-16.674,1,0.051,0.995,0.911,0.11,0.0261,71.197,audio_features,20493,3
211,Caméra vidéo,Les Trois Accords,0.494,0.837,3,-4.249,1,0.0349,0.128,8.6e-06,0.301,0.645,133.976,audio_features,238640,4
212,Campus,Vampire Weekend,0.524,0.709,7,-5.874,1,0.0632,0.224,0.193,0.0849,0.584,108.68,audio_features,176467,3
213,Can't Buy Me Love - Anthology 1 Version,The Beatles,0.284,0.803,2,-5.672,1,0.0361,0.0868,0.0,0.292,0.96,173.666,audio_features,130187,4
214,Can't Buy Me Love - Live / Remastered,The Beatles,0.358,0.854,5,-7.722,1,0.049,0.00891,0.0,0.9,0.624,86.468,audio_features,134867,4
215,Can't Buy Me Love - Remastered 2009,The Beatles,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,audio_features,131867,4
216,Can't Buy Me Love - Remastered 2015,The Beatles,0.426,0.76,0,-4.082,1,0.0414,0.118,0.0,0.325,0.955,171.838,audio_features,131213,4
217,Can't Help Falling in Love,Elvis Presley,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,audio_features,182360,3
218,Can't Help Falling In Love,Perfume Genius,0.344,0.149,2,-15.022,1,0.0351,0.82,0.0301,0.112,0.104,185.825,audio_features,144807,3
219,Can't Help Falling In Love,Joseph Vincent,0.74,0.13,10,-12.591,1,0.0487,0.989,0.000541,0.117,0.491,125.797,audio_features,129435,4
220,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.634,0.927,2,-4.468,1,0.0838,0.027,0.0,0.0986,0.88,146.094,audio_features,258432,4
221,Can't Hold Us - Live From Spotify NYC feat. Ray Dalton,Macklemore & Ryan Lewis,0.572,0.88,2,-8.085,1,0.444,0.0645,0.0,0.697,0.568,145.935,audio_features,299630,4
222,Can’t Keep Checking My Phone,Unknown Mortal Orchestra,0.706,0.958,1,-2.839,1,0.0539,0.0532,0.00495,0.249,0.88,114.73,audio_features,256067,4
223,Can't Leave You Alone,Fly Golden Eagle,0.195,0.761,2,-8.134,1,0.0451,0.00509,0.127,0.929,0.329,168.484,audio_features,153027,4
224,Can't Take My Eyes Off You,Joseph Vincent,0.719,0.135,5,-12.074,0,0.0656,0.828,0.0,0.0935,0.594,88.251,audio_features,163559,4
225,Can't Take My Eyes off You,John Lloyd Young,0.697,0.597,6,-6.983,0,0.12,0.297,0.0,0.102,0.378,130.048,audio_features,203800,4
226,Can't Take My Eyes Off You,Kris Fuchigami,0.575,0.375,0,-8.177,1,0.0406,0.872,0.929,0.109,0.311,111.965,audio_features,273480,4
227,Can't Take My Eyes off You,Muse,0.357,0.678,0,-5.388,1,0.041,0.0371,0.0195,0.217,0.281,126.733,audio_features,211120,4
228,Can't Take You With Me,Bahamas,0.236,0.304,0,-8.915,1,0.0324,0.801,0.246,0.0897,0.289,140.424,audio_features,190827,4
229,Can't You Hear Me Knocking - 2009 Mix,The Rolling Stones,0.545,0.757,0,-5.228,1,0.0396,0.408,0.045,0.16,0.714,152.217,audio_features,436000,4
230,Cannonball,Grouplove,0.685,0.684,7,-7.597,1,0.0857,0.000539,0.0973,0.172,0.703,146.011,audio_features,197693,4
231,Cape Cod Kwassa Kwassa,Vampire Weekend,0.852,0.518,2,-7.155,1,0.0413,0.832,0.0893,0.14,0.794,105.058,audio_features,214707,4
232,Cardiac Arrest,Bad Suns,0.616,0.88,1,-3.59,1,0.042,0.0521,0.000717,0.0539,0.751,94.011,audio_features,182518,4
233,Careless,Beach Fossils,0.263,0.934,11,-3.914,1,0.107,0.00441,0.2,0.256,0.389,179.576,audio_features,183133,4
234,Careless Whisper - Remastered,George Michael,0.596,0.641,2,-8.88,0,0.0336,0.138,0.0,0.318,0.792,76.59,audio_features,303427,4
235,Caribou,Pixies,0.444,0.787,0,-5.417,1,0.044,0.0314,0.00492,0.285,0.3,115.16,audio_features,194267,3
236,carmen,Stromae,0.659,0.824,8,-8.009,1,0.109,0.0213,0.000141,0.384,0.523,150.002,audio_features,189027,4
237,Carol of St. Benjamin The Bearded One,Sufjan Stevens,0.426,0.275,7,-12.789,1,0.0328,0.91,0.00043,0.27,0.509,122.159,audio_features,212067,4
238,Carousel,Michael Jackson,0.724,0.611,2,-7.516,0,0.107,0.27,0.0,0.133,0.589,159.177,audio_features,109533,4
239,Carry That Weight - Remastered 2009,The Beatles,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,audio_features,96467,4
240,Cary Me Back,Mild High Club,0.498,0.49,2,-7.636,1,0.0323,0.0576,0.175,0.111,0.135,134.009,audio_features,233137,3
241,Casse-cou,Malajube,0.225,0.681,10,-6.822,1,0.0411,0.0296,0.308,0.0664,0.31,177.691,audio_features,246173,4
242,Casse-Tête,Damien Robitaille,0.883,0.528,9,-9.932,0,0.0721,0.18,0.271,0.109,0.708,123.979,audio_features,208600,4
243,Castle,Macklemore & Ryan Lewis,0.611,0.689,0,-5.793,1,0.0822,0.318,0.0,0.335,0.449,120.054,audio_features,257962,4
244,Cat,C418,0.485,0.472,8,-16.412,1,0.0434,0.872,0.905,0.0995,0.0384,112.011,audio_features,186250,4
245,Catch & Release,Matt Simons,0.634,0.424,1,-10.664,0,0.148,0.795,0.000273,0.119,0.614,87.118,audio_features,240065,4
246,Catcliffe Shakedown - demo previously unreleased,Pulp,0.401,0.753,0,-6.886,1,0.0454,0.0769,3.61e-05,0.1,0.515,138.455,audio_features,400373,4
247,Caught Me Thinkin,Bahamas,0.766,0.702,9,-5.871,1,0.041,0.237,4.54e-06,0.316,0.884,118.327,audio_features,180187,4
248,'Cause I'm A Man,Tame Impala,0.547,0.695,9,-4.969,1,0.0337,0.108,0.00301,0.14,0.641,144.684,audio_features,241987,4
249,Caustic Cross,Beach Fossils,0.357,0.929,7,-5.524,1,0.0427,0.000705,0.912,0.234,0.389,143.962,audio_features,161371,4
250,Cayenne - Anthology 1 Version,The Beatles,0.475,0.548,3,-8.583,0,0.0311,0.974,0.895,0.262,0.74,143.696,audio_features,74013,4
251,Cayuco,Grupo Fantasma,0.713,0.963,1,-4.029,1,0.0476,0.229,0.0021,0.0306,0.962,144.042,audio_features,300616,4
252,Ce sentiment de l'été,Tahiti Boy,0.247,0.0324,0,-16.337,1,0.043,0.918,0.948,0.12,0.172,133.293,audio_features,154813,5
253,Ce soir l'amour est dans tes yeux (exclusivité Espace Musique),Louis-Jean Cormier,0.564,0.0657,7,-18.692,1,0.0438,0.944,0.0185,0.113,0.366,109.772,audio_features,247795,3
254,Cecilia Ann,Pixies,0.293,0.865,4,-4.603,1,0.0535,0.00299,0.901,0.758,0.521,152.61,audio_features,126307,4
255,Ceiling,King Krule,0.595,0.802,5,-8.439,1,0.0654,0.278,0.00562,0.548,0.412,97.971,audio_features,175973,4
256,Ceiling Zero,Mild High Club,0.089,0.0887,6,-13.02,1,0.0347,0.892,0.953,0.342,0.0356,174.835,audio_features,37397,3
257,Cementality,King Krule,0.42,0.187,9,-13.064,0,0.0512,0.869,0.000204,0.165,0.0708,113.798,audio_features,223907,4
258,Chains - Remastered 2009,The Beatles,0.654,0.561,10,-10.551,1,0.0304,0.608,0.0,0.129,0.929,129.884,audio_features,145080,4
259,Chamber Of Reflection,Mac DeMarco,0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,audio_features,231724,4
260,Chamber of Reflection (Live),Mac DeMarco,0.76,0.63,10,-8.125,1,0.0299,0.307,0.152,0.0477,0.751,130.968,audio_features,226360,4
261,Chambralit,Radio Radio,0.659,0.668,0,-10.019,1,0.457,0.473,0.0,0.134,0.829,150.099,audio_features,237480,4
262,Champagne Showers,LMFAO,0.597,0.839,7,-3.946,0,0.389,0.00105,1.16e-06,0.617,0.412,129.942,audio_features,264093,4
263,ChamPain (Bonus Track),Radio Radio,0.705,0.522,1,-10.569,1,0.311,0.501,0.0,0.121,0.725,153.985,audio_features,237453,4
264,Chances,The Strokes,0.561,0.569,6,-9.682,1,0.0289,0.365,0.611,0.109,0.53,103.705,audio_features,216787,4
265,Change,Jack Johnson,0.756,0.394,11,-8.461,1,0.0275,0.851,3.06e-05,0.0826,0.259,92.94,audio_features,194053,4
266,Change Your Mind,The Killers,0.369,0.981,5,-2.336,1,0.0622,0.00019,8.58e-06,0.156,0.457,147.009,audio_features,190840,4
269,Chapel Perilous,Mild High Club,0.691,0.423,1,-10.073,1,0.0437,0.27,0.0701,0.0975,0.172,118.006,audio_features,272951,4
270,Charlie Boy,The Lumineers,0.468,0.186,7,-13.32,1,0.0329,0.964,0.00967,0.12,0.257,127.39,audio_features,261400,4
271,Chasing My Tail,Mild High Club,0.179,0.383,9,-11.278,1,0.0319,0.214,0.594,0.458,0.205,89.715,audio_features,246789,3
272,The Chat,Mild High Club,0.354,0.574,1,-8.373,1,0.0435,0.502,0.00633,0.122,0.415,136.714,audio_features,160367,4
273,Checkers,WhoMadeWho,0.58,0.854,7,-5.153,1,0.0381,7.3e-05,0.535,0.122,0.163,129.96,audio_features,381107,4
274,Cheminant à la ville,Xavier Cafeine,0.439,0.929,4,-5.733,1,0.0518,0.00163,2.18e-06,0.0996,0.838,162.165,audio_features,182280,4
275,Cherbourg,Beirut,0.146,0.561,2,-9.755,1,0.0494,0.852,0.00259,0.155,0.444,66.069,audio_features,215267,4
276,Cherry Wine - Live,Hozier,0.504,0.0768,1,-17.099,1,0.0378,0.957,0.00111,0.0928,0.245,130.654,audio_features,239880,3
277,Cherry Wine - Live,Hozier,0.415,0.11,1,-14.901,1,0.0388,0.951,0.00234,0.0962,0.234,81.876,audio_features,240147,4
278,Cherry Wine - Live from Spotify SXSW 2014,Hozier,0.517,0.146,1,-17.666,1,0.0483,0.936,1.5e-05,0.96,0.125,129.189,audio_features,257788,3
279,Chicago,Sufjan Stevens,0.579,0.463,7,-9.657,1,0.0303,0.585,0.0,0.0892,0.447,124.977,audio_features,364613,4
280,Chicken On A Stick,Justin Hurwitz,0.486,0.13,1,-21.581,0,0.0439,0.887,0.826,0.117,0.36,101.418,audio_features,99907,4
281,Chien,Philippe Brach,0.496,0.294,0,-7.004,1,0.0386,0.264,0.00106,0.109,0.265,80.57,audio_features,100640,4
282,The Child With The Star On His Head,Sufjan Stevens,0.281,0.446,7,-9.248,1,0.0491,0.717,0.0515,0.5,0.141,142.571,audio_features,930347,3
283,China Girl - 1999 Remaster,David Bowie,0.626,0.642,4,-9.838,0,0.0264,0.00961,0.081,0.156,0.817,133.947,audio_features,333267,4
284,China Girl - 2002 Remaster,David Bowie,0.646,0.633,7,-10.09,1,0.0274,0.0155,0.0282,0.107,0.874,134.357,audio_features,257000,4
285,China Girl - Live,David Bowie,0.526,0.925,3,-4.528,0,0.0331,0.00784,0.356,0.941,0.603,138.025,audio_features,258053,4
286,Chinatown,Justin Hurwitz,0.496,0.161,11,-24.979,0,0.0376,0.601,0.852,0.178,0.181,99.961,audio_features,82880,4
287,Chocolate Milk,Fleece,0.157,0.307,4,-11.874,1,0.0338,0.339,0.534,0.101,0.16,94.998,audio_features,260625,4
288,Choice Kingdom,alt-J,0.446,0.177,2,-19.427,1,0.035,0.871,0.426,0.281,0.118,124.026,audio_features,257498,4
289,Chris,C418,0.564,0.2,0,-16.207,1,0.0296,0.885,0.941,0.118,0.065,92.904,audio_features,87750,4
290,Christ The Lord Is Born,Sufjan Stevens,0.422,0.0745,7,-24.055,1,0.0552,0.993,0.966,0.0988,0.565,97.87,audio_features,48453,4
291,Christmas Face,Sufjan Stevens,0.387,0.0905,2,-19.925,1,0.059,0.93,0.0,0.134,0.758,100.582,audio_features,39960,4
292,Christmas In The Room,Sufjan Stevens,0.623,0.227,0,-13.762,1,0.0359,0.922,2.43e-05,0.0985,0.26,149.915,audio_features,262733,3
293,Christmas Unicorn,Sufjan Stevens,0.537,0.666,2,-8.252,1,0.0488,0.473,0.00189,0.265,0.406,119.972,audio_features,748040,4
294,Christmas Woman,Sufjan Stevens,0.332,0.709,7,-9.56,1,0.0506,0.555,0.00104,0.175,0.755,94.725,audio_features,333147,4
296,CIA,Fleece,0.419,0.517,0,-10.735,1,0.0303,0.148,0.0264,0.387,0.431,106.993,audio_features,216791,4
297,Cigar,WhoMadeWho,0.774,0.629,0,-6.632,1,0.0316,0.000265,0.0212,0.0845,0.939,125.989,audio_features,190413,4
298,Cigar (Green Version),WhoMadeWho,0.949,0.579,8,-9.244,1,0.0428,0.575,0.000887,0.124,0.744,101.02,audio_features,163160,4
299,Cigarette Daydreams,Cage The Elephant,0.638,0.668,2,-3.442,1,0.0259,0.0822,0.0,0.0815,0.299,113.945,audio_features,208766,4
300,Cincinnati,Justin Hurwitz,0.583,0.581,2,-8.958,1,0.0337,0.0989,0.856,0.163,0.856,125.582,audio_features,125893,4
301,Circle The Drain,Katy Perry,0.696,0.784,1,-3.932,1,0.0788,0.00591,0.0,0.0834,0.753,134.942,audio_features,272881,4
302,Citizen,Broken Bells,0.471,0.468,5,-8.47,1,0.033,0.217,0.0768,0.108,0.224,122.808,audio_features,269293,4
303,City Of Stars / May Finally Come True,Justin Hurwitz,0.401,0.151,2,-15.976,0,0.039,0.906,0.00178,0.103,0.235,107.34,audio_features,257573,4
304,Clandestino,Manu Chao,0.69,0.58,6,-6.474,0,0.0838,0.478,0.0,0.373,0.771,84.985,audio_features,149173,4
305,Clark,C418,0.217,0.00638,9,-23.367,0,0.0399,0.982,0.853,0.0732,0.0395,81.578,audio_features,191750,4
306,Clash the Truth,Beach Fossils,0.479,0.973,0,-6.076,0,0.0582,0.38,0.287,0.164,0.71,160.103,audio_features,123266,4
307,Classic Rope-A-Dope,Justin Hurwitz,0.505,0.039,5,-22.743,1,0.0586,0.873,0.163,0.103,0.179,103.478,audio_features,45280,5
308,Classy Girl,The Lumineers,0.724,0.802,0,-7.608,1,0.0356,0.675,2.24e-05,0.353,0.518,121.034,audio_features,165920,4
309,Clearest Blue - Live From Spotify House SXSW 2016,CHVRCHES,0.541,0.772,1,-12.002,1,0.0314,0.026,0.34,0.934,0.258,123.023,audio_features,245423,4
310,Cleopatra,The Lumineers,0.535,0.763,8,-6.751,1,0.0407,0.253,7.79e-05,0.0956,0.465,151.437,audio_features,201413,4
311,Cleopatra,The Lumineers,0.407,0.306,8,-7.878,1,0.0522,0.859,8.13e-05,0.169,0.333,74.786,audio_features,288360,4
312,Climbing Up the Walls,Radiohead,0.172,0.655,11,-7.476,0,0.042,0.0971,0.128,0.195,0.221,78.653,audio_features,285200,4
313,Cliquot,Beirut,0.528,0.458,4,-7.202,0,0.0307,0.842,8.11e-06,0.0956,0.624,150.268,audio_features,233520,3
314,Clocks,Coldplay,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,307880,4
315,Clone,Metric,0.638,0.584,7,-6.799,1,0.0239,0.0932,0.447,0.1,0.252,91.054,audio_features,313560,4
316,Clone (Bonus Track),Radio Radio,0.73,0.547,8,-7.378,0,0.144,0.444,0.0,0.236,0.605,95.041,audio_features,169473,4
317,Close to Paradise,Patrick Watson,0.476,0.448,3,-10.78,1,0.026,0.27,0.00281,0.139,0.16,74.253,audio_features,302467,4
318,Close To Paradise,Patrick Watson,0.475,0.445,3,-10.797,1,0.0261,0.261,0.000635,0.142,0.165,74.258,audio_features,302467,4
319,Club Intro,Mild High Club,0.652,0.427,7,-11.033,1,0.0334,0.14,0.923,0.129,0.372,120.135,audio_features,185000,4
320,Clup optimiste,Les Trois Accords,0.535,0.444,9,-6.893,1,0.0323,0.0155,0.000329,0.0712,0.255,149.942,audio_features,210453,4
321,Cluster One,Pink Floyd,0.222,0.0555,0,-22.118,1,0.0321,0.767,0.923,0.118,0.033,98.941,audio_features,355634,4
322,Cocoon,Milky Chance,0.732,0.708,10,-5.978,1,0.0324,0.0715,0.000161,0.0824,0.749,114.033,audio_features,254013,4
323,Cold,Humble Braggers,0.577,0.755,2,-9.608,1,0.0357,0.00739,0.281,0.0943,0.265,114.021,audio_features,280000,4
324,Cold Cold Cold,Cage The Elephant,0.549,0.789,5,-6.071,1,0.0313,0.0178,6.7e-05,0.059,0.715,136.125,audio_features,214387,4
325,Cold Turkey,Lenny Kravitz,0.658,0.957,4,-4.546,0,0.0452,0.00443,0.00932,0.115,0.786,100.327,audio_features,281427,4
326,Colored Emotions,Night Moves,0.476,0.652,1,-4.604,0,0.0258,0.613,0.606,0.159,0.229,98.917,audio_features,259867,4
327,COMA,Philippe Brach,0.419,0.185,7,-10.569,1,0.15,0.933,0.0,0.171,0.607,186.867,audio_features,54840,3
328,Comanche - Single Version,The Revels,0.478,0.506,2,-12.428,0,0.0347,0.0106,0.901,0.11,0.634,97.434,audio_features,123760,4
329,Combien,Karkwa,0.543,0.703,3,-7.32,1,0.0352,0.29,0.167,0.105,0.482,140.988,audio_features,244613,3
330,Combustion Lente,Ariane Moffatt,0.717,0.484,0,-11.498,1,0.0709,0.925,0.065,0.121,0.525,77.992,audio_features,253880,4
331,Come A Little Closer,Cage The Elephant,0.454,0.79,6,-1.774,0,0.032,0.0212,0.0,0.175,0.324,147.937,audio_features,229347,4
332,Come And Get It - Anthology 3 Version,The Beatles,0.603,0.536,4,-7.934,1,0.0273,0.00186,0.000503,0.129,0.545,89.166,audio_features,150013,4
333,Come As You Are,Nirvana,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,218920,4
334,Come Over,Estelle,0.683,0.747,8,-3.465,0,0.113,0.0261,1.96e-05,0.261,0.722,81.998,audio_features,221013,4
335,Come Together - Anthology 3 Version,The Beatles,0.63,0.323,9,-13.289,0,0.149,0.159,0.0245,0.102,0.472,168.296,audio_features,220467,4
336,Come Together - Remastered 2009,The Beatles,0.53,0.375,9,-12.007,0,0.0407,0.0287,0.243,0.128,0.152,167.77,audio_features,259667,4
337,Come Together - Remastered 2009,The Beatles,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,259947,4
338,Come Together - Remastered 2015,The Beatles,0.559,0.343,9,-13.072,0,0.0424,0.0601,0.138,0.1,0.183,164.53,audio_features,258693,4
339,Come Together / Dear Prudence / Cry Baby Cry,The Beatles,0.5,0.36,9,-11.695,0,0.0461,0.133,0.0836,0.125,0.243,164.28,audio_features,285322,4
340,Comfortably Numb,Pink Floyd,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,audio_features,382297,4
341,Coming Back to Life,Pink Floyd,0.286,0.499,0,-11.096,1,0.044,0.464,0.000682,0.102,0.145,176.437,audio_features,379241,4
342,Coming Home,Leon Bridges,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-05,0.154,0.458,112.137,audio_features,206387,3
343,Coming Home,Leon Bridges,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,audio_features,206387,3
344,Comment ça va? (Digital Version),Radio Radio,0.711,0.766,6,-7.798,0,0.0725,0.0556,0.0,0.0906,0.882,94.944,audio_features,230493,4
345,Common People,Pulp,0.321,0.832,0,-7.384,1,0.0415,0.00569,2.88e-05,0.0778,0.504,144.224,audio_features,350373,4
346,Common People - Live Glastonbury Festival,Pulp,0.168,0.939,0,-5.119,1,0.118,0.00975,0.00192,0.982,0.326,79.459,audio_features,457360,4
347,Common People - Vocoder Mix,Pulp,0.632,0.664,0,-7.885,1,0.031,0.000201,0.416,0.302,0.333,142.017,audio_features,378107,4
348,Complot d'enfants,Louis-Jean Cormier,0.555,0.835,4,-7.664,1,0.0445,0.186,0.414,0.117,0.451,102.934,audio_features,196027,4
349,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,audio_features,140733,4
350,Conférence / Figurer out (feat. Poncho French),Radio Radio,0.734,0.848,11,-4.915,1,0.136,0.473,0.0,0.32,0.637,101.013,audio_features,261653,4
351,Congratulations,MGMT,0.761,0.637,7,-8.169,1,0.0268,0.439,0.0082,0.102,0.656,125.115,audio_features,235387,4
352,Constellations,Jack Johnson,0.705,0.309,1,-12.596,1,0.0363,0.476,3.76e-05,0.114,0.426,122.039,audio_features,201653,4
353,Contact,Daft Punk,0.4,0.756,11,-8.423,0,0.0492,0.00282,0.753,0.0695,0.0924,123.828,audio_features,383627,4
354,The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,0.621,0.459,0,-10.414,1,0.104,0.224,0.0,0.656,0.648,114.816,audio_features,194160,4
355,Control,John Mark Nelson,0.566,0.536,2,-9.733,0,0.0295,0.124,0.00785,0.342,0.568,169.954,audio_features,200170,4
356,Control,Electric Guest,0.733,0.637,11,-5.229,0,0.0303,0.033,1.09e-06,0.0833,0.824,133.007,audio_features,138880,4
357,Conversation Piece,Kings of Leon,0.425,0.593,4,-7.419,1,0.0241,0.35,0.488,0.216,0.653,170.506,audio_features,299253,4
358,Cookie,Jean Leloup,0.614,0.905,5,-5.27,1,0.0364,0.179,0.0,0.382,0.859,125.074,audio_features,173333,4
359,Cooking Up Something Good,Mac DeMarco,0.516,0.588,1,-10.056,1,0.0526,0.892,0.785,0.108,0.552,109.027,audio_features,127493,3
360,Cooking Up Something Good,Mac DeMarco,0.435,0.169,10,-19.538,1,0.0428,0.63,0.00958,0.781,0.256,97.288,audio_features,180883,3
361,Cooking Up Something Good,Mac DeMarco,0.751,0.442,0,-7.551,1,0.0313,0.0803,0.00141,0.123,0.851,98.071,audio_features,161043,3
362,Copycat feat Fashawn,20syl,0.629,0.702,1,-6.05,0,0.413,0.0285,0.0,0.129,0.525,87.064,audio_features,220690,4
363,Corinne,Metronomy,0.906,0.532,3,-8.873,0,0.0457,0.235,0.898,0.115,0.819,139.986,audio_features,196040,4
364,Cornfield Chase,Hans Zimmer,0.33,0.229,9,-16.442,0,0.0375,0.948,0.973,0.0998,0.0593,96.158,audio_features,126960,4
365,Cottons of Inertia,General Elektriks,0.481,0.522,7,-7.096,1,0.0317,0.581,0.515,0.303,0.0447,105.929,audio_features,287973,3
366,Couched In Twos,Fly Golden Eagle,0.531,0.659,9,-7.868,0,0.0262,0.0917,0.329,0.0478,0.446,98.111,audio_features,260333,4
367,Could You Be Loved,Bob Marley & The Wailers,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,audio_features,237000,4
368,Courage,The Whitest Boy Alive,0.784,0.768,4,-7.236,0,0.0478,0.0867,0.619,0.0611,0.425,125.221,audio_features,262613,4
